productID,category ,general,bath,glass,carpet,vacuum,manufacturer,product,website,fragrance,dilution,information,GsCertified,EcCertified,CarpetStyle
1396,Floor Finish,,,,,,"Essential Industries, Inc.",Durabrite Floor Finish,www.essind.com/FloorCare/00253FF.htm,No,,,,,
1397,Vacuum Cleaners,,,,,Commercial Backpack,"Philip Rosenau Co, Inc",Duralast DL-10 ,www.philiprosenau.com,No,,Microlined Paper Inner Bag Standard Exhaust Filter,,,
1398,Cleaning,General,,,,,Dynasurf Corporation ,DynaBlend CLEAN PLANET Degreaser Cleaner ,www.dynasurf.net/,No,,,Green Seal®,,
1399,Cleaning,,,Glass,,,Dynasurf Corporation,DynaBlend CLEAN PLANET Glass & Window Cleaner,www.dynasurf.net/,No,,,Green Seal®,,
1400,Cleaning,General,,,,,Dynasurf Corporation,DynaBlend CLEAN PLANET Multi-Surface Cleaner with H2O2,www.dynasurf.net/,No,,,Green Seal®,,
1401,Cleaning,General,,,,,Dynasurf Corporation,DynaBlend CLEAN PLANET pH Neutral All Purpose Cleaner,www.dynasurf.net/,No,,,Green Seal®,,
1402,Cleaning,,Bath,,,,Dynasurf Corporation,DynaBlend CLEAN PLANET Washroom Cleaner,www.dynasurf.net/,No,,,Green Seal®,,
1403,Vacuum Cleaners,,,,,Commercial Upright,Lindhaus USA,Dynamic 300e,www.lindhaususe.com,No,,"Micro-lined Paper Inner Bag, Standard Filter",,,Bronze Level
1404,Hand Soaps,,,,,,Ecologic Solutions,E-12 Apple & Aloe Hand & Body Soap,www.ecologicsolutions.com/new_site/home.html,No,,,Green Seal®,,Bronze Level
1405,Cleaning,,,Glass,,,EcoLogic Solutions ,E-13 Glass & Mirror Cleaner,www.ecologicsolutions.com/,Yes,,,Green Seal®,,
1406,Cleaning,,,Glass,,,EcoLogic Solutions ,E-13 Glass & Mirror Cleaner,www.ecologicsolutions.com/,Yes,"1:16,",,Green Seal®,,
1407,Cleaning,General,,,,,EcoLogic Solutions ,E-14 All Purpose Cleaner,www.ecologicsolutions.com/,Yes,,,Green Seal®,,
1408,Cleaning,General,,,,,EcoLogic Solutions ,E-14 All Purpose Cleaner,www.ecologicsolutions.com/,Yes,"1:32,",,Green Seal®,,
1409,Cleaning,General,,,,,EcoLogic Solutions ,E-2 Heavy Duty Degreaser,www.ecologicsolutions.com/,Yes,"1:32,",,Green Seal®,,
1410,Cleaning,General,,,,,EcoLogic Solutions ,E-2 Heavy duty Degreaser,www.ecologicsolutions.com/,Yes,,,Green Seal®,,
1411,Cleaning,,Bath,,,,EcoLogic Solutions ,E-38 Citric Acid Bathroom Cleaner,www.ecologicsolutions.com/,Yes,"1:16,",,Green Seal®,,
1412,Cleaning,,Bath,,,,EcoLogic Solutions ,E-38 Citric Acid Cleaner,www.ecologicsolutions.com/,Yes,,,Green Seal®,,
1413,Cleaning,General,,,,,Guardian Chemicals,E-5 Industrial Cleaner,www.guardianchem.ca/,No,,,Green Seal®,,
1414,Cleaning,General,,,,,Sierra Chemicals,E-5 Industrial Cleaner,,No,,,Green Seal®,,Bronze Level
1415,Cleaning,General,,,,,Guardian Chemicals,E-6 Industrial Cleaner,www.guardianchem.ca/,No,,,Green Seal®,,
1416,Cleaning,General,,,,,ChemBlend International,e.logical Concentrated All Purpose Cleaner,www.chemblendllc.com/elogical.html,No,,,Green Seal®,,
1417,Cleaning,General,,,,,Nyco Products,e.logical Concentrated All Purpose Cleaner,www.nycoproducts.com/,No,"1:64,",,Green Seal®,,
1418,Cleaning,General,,,,,ChemBlend International,e.logical Concentrated Non-Solvent Cleaner Degreaser,www.chemblendllc.com/elogical.html,No,,,Green Seal®,,
1419,Cleaning,General,,,,,Nyco Products,e.logical Concentrated Non-Solvent Cleaner Degreaser,www.nycoproducts.com/,No,"1:64,",,Green Seal®,,
1420,Cleaning,,,Glass,,,ChemBlend International,e.logical Concentrated VOC Free Glass Cleaner,www.chemblendllc.com/elogical.html,No,,,Green Seal®,,
1421,Cleaning,,,Glass,,,Nyco Products,e.logical Concentrated VOC Free Glass Cleaner,www.nycoproducts.com/,No,"1:16,",,Green Seal®,,
1422,Cleaning,General,,,Carpet,,Nyco Products,e.logical GO2 Concentrate Oxygenated Multi-Purpose Cleaner - Spotter-Deodorizer,www.nycoproducts.com/,No,"1:64, 1:85, 1:21",Carpet Spot Remover.  Cold Water,Green Seal®,,
1423,Cleaning,General,,,,,ChemBlend International,e.logical GO2 Concentrated,www.chemblendllc.com/elogical.html,No,,,Green Seal®,,
1424,Cleaning,,Bath,,,,ChemBlend International,e.logical Non Corrosive Bathroom & Bowl Cleaner/Degreaser,www.chemblendllc.com/elogical.html,No,,,Green Seal®,,
1425,Cleaning,,Bath,,,,Nyco Products,e.logical Non-Corrosive Bathroom & Bowl Cleaner/Descaler,www.nycoproducts.com/,No,"1:16,",Toilet Bowl Cleaner,Green Seal®,,
1426,Cleaning,,,Glass,,,ChemBlend International,e.logical Ultra Concentrated VOC Free Glass Cleaner,www.chemblendllc.com/elogical.html,No,,,Green Seal®,,
1427,Cleaning,,,Glass,,,Nyco Products,e.logical Ultra Concentrated VOC Free Glass Cleaner,www.nycoproducts.com/,No,"1:32,",,Green Seal®,,
1428,Cleaning,General,,,,,Misco Products Corporation,E01 Peroxide Power Cleaner Degreaser 4-1gal,www.miscoprod.com/,Yes,"1-2oz/1gal, 4oz/1gal, 8oz/1gal",,,ECOLOGO®,
1429,Cleaning,General,,,,,Buckeye International,E33 ECO Floor Cleaner,www.buckeyeinternational.com,Yes,"1:512,",,Green Seal®,,
1430,Cleaning,General,,,,,Buckeye International,E61 ECO Heavy-Duty Cleaner,www.buckeyeinternational.com/,No,,,Green Seal®,,
1431,Cleaning,,Bath,,,,Triple S,Earth Care Concentrate  Hyper Speed Peroxide Powered Cleaner/Degreaser 1 Gal,triplesclean.com/,Yes,2-16 oz per gal,Toilet Bowl Cleaner,,ECOLOGO®,
1432,Cleaning,,Bath,Glass,,,Triple S,Earth Care Green Wave Organic Restroom Cleaner 1 Gal,triplesclean.com/,Yes,8-16 oz per gallon,Toilet Bowl Cleaner,,ECOLOGO®,
1433,Cleaning,,Bath,,,,Triple S,Earth Care RTU Blue Ocean Organic Bowl Cleaner 1 Quart,triplesclean.com/,Yes,RTU,Toilet Bowl Cleaner,,ECOLOGO®,
1434,Cleaning,,Bath,Glass,,,Triple S,Earth Care RTU Green Wave Organic Restroom Cleaner 1 Quart,triplesclean.com/,Yes,RTU,Toilet Bowl Cleaner,,ECOLOGO®,
1435,Cleaning,,Bath,,,,Triple S,Earth Care RTU Hyper Speed Peroxide Powered Cleaner/Degreaser ,triplesclean.com/,Yes,RTU,Toilet Bowl Cleaner,,ECOLOGO®,
1436,Cleaning,,,Glass,,,Triple S,Earth Care RTU Sunray non-ammoniated Glass Cleaner 1 Quart ,triplesclean.com/,No,RTU,,,ECOLOGO®,
1437,Cleaning,,,Glass,,,Triple S,Earth Care Sunray Concentrate non-ammoniated Glass Cleaner 1 Gal,triplesclean.com/,No,"1:40,",,,ECOLOGO®,
1438,Cleaning,General,,,,,Clean Control Corporation,Earth Choice  32X Multi-Surface Oxy Cleaner,www.cleancontrol.com,No,"1:32,",,Green Seal®,,
1439,Cleaning,,,,Carpet,,Clean Control Corporation,Earth Choice 3-in-1 Carpet Cleaner Concentrate,www.odobanprofessional.com,No,"1:16, 1:64",Cold Water  ,Green Seal®,,
1440,Cleaning,,,Glass,,,Clean Control Corporation,Earth Choice Glass Cleaner Concentrate,www.odobanprofessional.com,No,"1:32, 1:64",,Green Seal®,,
1441,Cleaning,General,,,,,"Lawson Products, Inc.",Earth Harmony All Purpose Cleaner,www.lawsonproducts.com/,No,,,Green Seal®,,
1442,Cleaning,,Bath,,,,"Lawson Products, Inc.",Earth Harmony Bowl Cleaner,www.lawsonproducts.com/,Yes,,Toilet Bowl Cleaner,Green Seal®,,
1443,Cleaning,General,,,,,"Lawson Products, Inc.",Earth Harmony Cleaner/Degreaser,www.lawsonproducts.com/,No,,,Green Seal®,,
1444,Hand Soaps,,,,,,National Chemical Laboratories,Earth Sense Lavender Morning Foaming Hand Cleaner,www.ncl.org,Yes,,,Green Seal®,,
1445,Cleaning,General,,,,,National Chemical Laboratories,Earth Sense Multi-Purpose Cleaner No. 4050,www.nclonline.com/,No,"1:64,",,Green Seal®,,Silver Level
1446,Cleaning,General,,,,,National Chemical Laboratories,EARTH SENSE No. 16 pH Neutral All Purpose Cleaner,www.nclonline.com/esolution.asp,No,,,Green Seal®,,
1447,Cleaning,General,,,,,National Chemical Laboratories,EARTH SENSE No. 18 Multi-Surface Cleaner with H2O2 ,www.nclonline.com/esolution.asp,No,,,Green Seal®,,
1448,Cleaning,General,,,,,National Chemical Laboratories,EARTH SENSE No. 19 Glass & Window Cleaner ,www.nclonline.com/esolution.asp,No,,,Green Seal®,,
1449,Cleaning,,Bath,,,,National Chemical Laboratories,EARTH SENSE No. 20 Washroom Cleaner,www.nclonline.com/esolution.asp,No,,Toilet Bowl Cleaner,Green Seal®,,
1450,Cleaning,General,,,,,National Chemical Laboratories,EARTH SENSE No. 35 Degreaser Cleaner,www.nclonline.com/esolution.asp,No,,,Green Seal®,,
1451,Cleaning,General,,,,,Fuller Brush Commercial Products,Earth-Gard Floor Cleaner,www.fullercommercial.com/,No,,,Green Seal®,,
1452,Cleaning,,,Glass,,,Fuller Brush Commercial Products,Earth-Gard Glass Cleaner,www.fullercommercial.com/,No,,,Green Seal®,,
1453,Cleaning,General,Bath,Glass,,,Fuller Brush Commercial Products,Earth-Gard HyperOx,www.fullercommercial.com/,No,,,Green Seal®,,
1454,Cleaning,General,,,,,Fuller Brush Commercial Products,Earth-Gard Industrial Cleaner,www.fullercommercial.com/,No,,,Green Seal®,,
1455,Cleaning,,Bath,,,,Fuller Brush Commercial Products,Earth-Gard Restroom Cleaner,www.fullercommercial.com/,No,,,Green Seal®,,
1456,Cleaning,General,Bath,Glass,Carpet,,Captree Puretech Solutions,earthVital Easy 2 Clen Peroxide Cleaner,www.captreepuretech.com/,No,"1:128, 1:16",Carpet Spot Remover & Toilet Bowl Cleaner,Green Seal®,,
1457,Floor Finish,,,,,,"Essential Industries, Inc.",Eccothane Floor Finish,www.essind.com/FloorCare/00274FF.htm,No,,,,,Silver Level
1458,Cleaning,,,,Carpet,,RONA Inc. ,ECO Concentrated Carpet Cleaner,www.rona.ca/content/home,No,"1:10, 1:8, 1:315",,,ECOLOGO®,
1459,Cleaning,,,,Carpet,,RONA Inc. ,Eco Detachant Pour tapis & Tissus / Professional Quality Carpet and Fabric Stain Remouver,www.rona.ca/,No,RTU,,,ECOLOGO®,
1460,Cleaning,,,Glass,,,Brighton USA,ECO Glass Cleaner,,No,,,Green Seal®,,
1461,Cleaning,,Bath,,,,Wurth Group,"Eco Granite, Tile and Grout Cleaner 500 ml",www.wurthusa.com/,No,RTU,,,ECOLOGO®,
1462,Cleaning,,Bath,,,,Wurth Group,Eco Industrial Degreaser Concentrate 1 L 4 L 210 L,www.wurthusa.com/,No,1 to 1-10 ,,,ECOLOGO®,
1463,Hand Soaps,,,,,,Wurth,Eco Liquid Hand Soap 1 L 4 L,wurthusa.com,No,,RTU,,ECOLOGO®,Bronze Level
1464,Cleaning,,,,Carpet,,Prism Care Corporation,"Eco Max Hypoallergenic Carpet and Upholstery Cleaner, 1.05 L, 4 L, 20 L, 200 L",www.prismcare.ca/,No,RTU - 1:128 depending on use,,,ECOLOGO®,
1465,Cleaning,General,,,,,"Detco Industries, Inc.",Eco Mop,www.detco.com/,No,,,,ECOLOGO®,
1466,Cleaning,General,,,,,Brighton USA,ECO Multi Purpose Cleaner,,No,,,Green Seal®,,
1467,Cleaning,General,,,,,Wurth Group,Eco Multi Purpose Cleaner 1L ,www.wurthusa.com/,No,RTU,,,ECOLOGO®,
1468,Cleaning,General,,,,,Wurth Group,Eco Multi Purpose Cleaner Concentrate 4 L ,www.wurthusa.com/,No,1 to 1-10 ,,,ECOLOGO®,
1469,Cleaning,,,Glass,,,Parall Ltd.,ECO Option Nettoyant  vitre multi surface/ ECO Option Multi Surface glass cleaner,www.parallsan.com/,No,RTU,,,ECOLOGO®,
1470,Cleaning,General,,,,,Brighton USA,ECO Oxy Clean Peroxide Cleaner,,No,,,Green Seal®,,
1471,Hand Soaps,,,,,,Pro-Link Canada Sanitary Supplies Inc.,Eco Pro Hand Cleaner,www.prolinkcanada.com/,No,,,,ECOLOGO®,
1472,Cleaning,,Bath,,,,Brighton USA,ECO Rest Room Cleaner,,No,,,Green Seal®,,
1473,Cleaning,,Bath,,,,Wurth Group,"Eco Universal Scale Remover 500 ml, 4 L 210 L",www.wurthusa.com/,No,RTU,,,ECOLOGO®,
1474,Cleaning,,,Glass,,,Wurth Group,"Eco Window and Glass Cleaner 1 L, 20 L 210 L",www.wurthusa.com/,No,RTU,,,ECOLOGO®,
1475,Cleaning,,,Glass,,,Wurth Group,Eco Window and Glass Cleaner Concentrate 4L,www.wurthusa.com/,No,1 to 10,,,ECOLOGO®,
1476,Cleaning,,Bath,,,,Grainger Industrial Supply,Eco-Bowl & Mineral Cleaner,www.grainger.com/Grainger/wwg/start.shtml,No,5oz/1gal (light),,,ECOLOGO®,
1477,Cleaning,General,,,,,Grainger Industrial Supply,Eco-H2O2 Multi-Purpose Cleaner,www.grainger.com/Grainger/wwg/start.shtml,Yes,"1oz/1gal (light), 10oz/1gal (heavy)",,,ECOLOGO®,
1478,Cleaning,,Bath,,,,Prism Chemicals Incorporated,Eco-Max Bathroom Cleaner & Odour Neutralizer,www.prismchemicals.com/,No,RTU,,,ECOLOGO®,
1479,Cleaning,,,Glass,,,Prism Chemicals Incorporated,Eco-Max Glass Cleaner & Protector,www.prismchemicals.com/,No,RTU,,,ECOLOGO®,
1480,Cleaning,General,,,,,Prism Chemicals Incorporated,Eco-Max MPC-100 Scent free Ultra Multi-Purpose Cleaner,www.prismchemicals.com/,No,"1:08,",,,ECOLOGO®,
1481,Cleaning,General,,,,,Prism Chemicals Incorporated,Eco-Max MPC-128 Ultra Multi-Purpose Cleaner & Odour Neutralizer,www.prismchemicals.com/,No,"1:04,",,,ECOLOGO®,
1482,Cleaning,General,,,,,Prism Chemicals Incorporated,Eco-Max MPC-200 Ultra Multi-Purpose Cleaner & Odour Neutralizer,www.prismchemicals.com/,No,unclear,,,ECOLOGO®,
1483,Cleaning,General,,,,,Prism Chemicals Incorporated,Eco-Max MPC-256 Ultra Multi-Purpose Cleaner & Odour Neutralizer,www.prismchemicals.com/,No,"1:08,",,,ECOLOGO®,
1484,Cleaning,,Bath,,,,Prism Chemicals Incorporated,Eco-Max Ultra Bathroom Cleaner & Odour Neutralizer,www.prismchemicals.com/,No,"1:10,",,,ECOLOGO®,
1485,Cleaning,,,Glass,,,Prism Chemicals Incorporated,Eco-Max Ultra Glass Cleaner & Protector,www.prismchemicals.com/,No,"1:32,",,,ECOLOGO®,
1486,Cleaning,General,,,,,Prism Chemicals Incorporated,Eco-MaxMPC-201 Multi-Purpose Cleaner & Odour Neutralizer,www.prismchemicals.com/,No,RTU,,,ECOLOGO®,
1487,Cleaning,General,,,,,Groupe Jean Coutu ,Eco-Nature All Purpose Cleaner,www.jeancoutu.com/,Yes,RTU,,,ECOLOGO®,
1488,Cleaning,General,,,,,Groupe Jean Coutu ,ECO-NATURE All Purpose Cleaner,www.jeancoutu.com/ourprivatebrands.aspx,Yes,RTU,,,ECOLOGO®,
1489,Cleaning,,Bath,,,,Groupe Jean Coutu ,Eco-Nature Bathroom Cleaner,www.jeancoutu.com/,Yes,RTU,,,ECOLOGO®,
1490,Cleaning,,Bath,,,,Groupe Jean Coutu ,ECO-NATURE Bathroom Cleaner,www.jeancoutu.com/ourprivatebrands.aspx,Yes,RTU,,,,
1491,Cleaning,,,Glass,,,Groupe Jean Coutu ,Eco-Nature Window and Glass Cleaner,www.jeancoutu.com/,Yes,RTU,,,ECOLOGO®,
1492,Cleaning,,,Glass,,,Groupe Jean Coutu ,ECO-NATURE Window and Glass Cleaner,www.jeancoutu.com/ourprivatebrands.aspx,Yes,RTU,,,ECOLOGO®,
1493,Hand Soaps,,,,,,Pro-Link Canada Sanitary Supplies Inc.,Eco-Pro Foaming Hand Soap ,prolinkcanada.com,No,,,,ECOLOGO®,
1494,Hand Soaps,,,,,,"Twi-Laq Industries, Inc.",EcoChoice Hand Cleaner,www.twi-laq.com,Yes,,,Green Seal®,,Bronze Level
1495,Hand Soaps,,,,,,DEB,EcoFoam,www.debcanada.com,Yes,,,,ECOLOGO®,
1496,Cleaning,General,,,,,Cogent Environmental Solutions Ltd.,ECOgent General Purpose Cleaner ,www.ecogent.ca/index1.htm,No,,,,ECOLOGO®,
1497,Hand Soaps,,,,,,State Industrial Products ,"Ecolution  Industrial Hand Cleaner, pint, 18X 1 pint, 3L, 6X 3L",stateindustrial.com,Yes,,RTU,,ECOLOGO®,
1498,Cleaning,,,,Carpet,,State Industrial Products,"Ecolution Carpet Cleaner 15 G, 5 G, 1 G, 3 L",www.stateindustrial.com/,Yes,,,,ECOLOGO®,
1499,Hand Soaps,,,,,,State Chemical,Ecolution Foaming Institutional Hand Cleaner,www.statechemical.com/,No,,,Green Seal®,,
1500,Cleaning,General,,,,,Neutron Industries ,Ecolution PRO All Purpose Cleaner,www.neutronindustries.com/,No,,,Green Seal®,,
1501,Cleaning,General,,,,,State Chemical Solutions ,Ecolution PRO All Purpose Cleaner,www.statechemical.com/,No,,,Green Seal®,,
1502,Cleaning,General,,,,,State Industrial Products,Ecolution PRO All Purpose Cleaner,www.stateindustrial.com/,No,"1:128, 1:64, 1:42, 1:32",,Green Seal®,,
1503,Cleaning,General,,,,,UZ Engineered Products,Ecolution PRO All Purpose Cleaner,www.uzengprod.com/,No,,,Green Seal®,,
1504,Cleaning,,Bath,,,,Neutron Industries ,Ecolution PRO Bathroom & Bowl Cleaner,www.neutronindustries.com/,No,,,Green Seal®,,
1505,Cleaning,,Bath,,,,UZ Engineered Products,Ecolution PRO Bathroom & Bowl Cleaner,www.uzengprod.com/,No,,,Green Seal®,,
1506,Cleaning,,Bath,,,,State Chemical Solutions ,Ecolution PRO Bathroom & Bowl Cleaner ,www.statechemical.com/,No,,,Green Seal®,,
1507,Cleaning,,Bath,,,,State Industrial Products,Ecolution PRO Bathroom & Bowl Cleaner ,www.stateindustrial.com/,No,"1:32, 1:16, 1:8",Toilet Bowl Cleaner,Green Seal®,,
1508,Cleaning,General,,,,,Neutron Industries ,Ecolution PRO Cleaner Degreaser,www.neutronindustries.com/,No,,,Green Seal®,,
1509,Cleaning,General,,,,,State Chemical Solutions ,Ecolution PRO Cleaner Degreaser,www.statechemical.com/,No,,,Green Seal®,,
1510,Cleaning,General,,,,,State Industrial Products,Ecolution PRO Cleaner Degreaser,www.stateindustrial.com/,No,"1:64, 1:16, 1:8",,Green Seal®,,
1511,Cleaning,General,,,,,UZ Engineered Products,Ecolution PRO Cleaner Degreaser,www.uzengprod.com/,No,,,Green Seal®,,
1512,Cleaning,,,Glass,,,Neutron Industries ,Ecolution PRO Glass Cleaner,www.neutronindustries.com/,No,,,Green Seal®,,
1513,Cleaning,,,Glass,,,State Chemical Solutions ,Ecolution PRO Glass Cleaner,www.statechemical.com/,No,,,Green Seal®,,
1514,Cleaning,,,Glass,,,UZ Engineered Products,Ecolution PRO Glass Cleaner,www.uzengprod.com/,No,,,Green Seal®,,
1515,Cleaning,,,Glass,,,Al-Bahar Industries,EcoPal Glass & Window Cleaner,www.albahar-industries.com,No,"1:64,",,Green Seal®,,
1516,Cleaning,General,,,,,Al-Bahar Industries,EcoPal Multi-Purpose Cleaner,www.albahar-industries.com,No,"1:32,",,Green Seal®,,
1517,Cleaning,General,,,,,Al-Bahar Industries,EcoPal Neutral Cleaner,www.albahar-industries.com,Yes,"1:32,",,Green Seal®,,
1518,Cleaning,,Bath,,,,Al-Bahar Industries,EcoPal Tub & Tile Cleaner,www.albahar-industries.com,No,"1:16,",Toilet Bowl Cleaner,Green Seal®,,
1519,Cleaning,General,,,,,Dist. PRI Inc.,Ecoproof Ecological Heavy Duty Degreaser,distpri.com/,No,1 oz: 30ml,,,ECOLOGO®,
1520,Cleaning,General,,,,,Dist. PRI Inc.,Ecoproof Ecological Neutral Cleaner,distpri.com/,No,15ml: 4gal,,,ECOLOGO®,
1521,Cleaning,General,,,,,Avmor,Ecopure  EP 63 Lemon Neutral   ,www.avmor.com/,Yes,1.06 oz- 3.2 oz/ gal,,,ECOLOGO®,Gold Level
1522,Cleaning,General,,Glass,,,Avmor,EcoPure 61 Glass and Surface Cleaner,www.avmorgreen.com/,No,"1:128,",,Green Seal®,ECOLOGO®,
1524,Cleaning,General,,,,,Avmor,EcoPure 65 Heavy Duty Cleaner Degreaser,www.avmor.com/,No,"1:64,",,Green Seal®,ECOLOGO®,
1525,Cleaning,,Bath,,,,Avmor,EcoPure 70 Washroom Cleaner,www.avmorgreen.com/,No,"1:64,",,Green Seal®,ECOLOGO®,
1526,Cleaning,,Bath,,,,Groupe Avmor,EcoPure EP76 Cream Cleanser,www.avmor.com/,No,RTU,,,ECOLOGO®,
1527,Cleaning,,Bath,,,,Groupe Avmor,EcoPure EP77 Heavy Duty Washroom Cleaner and Concentrate 4L,www.avmor.com/,No,"1:64,",,,ECOLOGO®,
1528,Cleaning,,Bath,,,,Groupe Avmor,EcoPure EP77 Heavy Duty Washroom Cleaner Concentrate 1.8L,www.avmor.com/,No,"1:64,",,,ECOLOGO®,
1529,Cleaning,,Bath,,,,Groupe Avmor,EcoPure EP77 Heavy Duty Washroom Cleaner RTU 1.8L,www.avmor.com/,No,RTU,,,ECOLOGO®,
1530,Cleaning,,Bath,,,,Groupe Avmor,EcoPure EP77 Heavy Duty Washroom Cleaner RTU 4L,www.avmor.com/,No,RTU,,,ECOLOGO®,
1531,Cleaning,General,,,,,ECORE International,"ECORE Green Solutions, E-Cleaner Low Foam Floor Cleaner",www.ecoreintl.com,No,"1:128,",,Green Seal®,,
1532,Cleaning,General,Bath,,,,Kandel and Son ,Ecosphere  Peroxide Powered Cleaner Degreaser 1 Gal,kandelandson.com/,No,1-4 oz per gal,Toilet Bowl Cleaner,,ECOLOGO®,
1533,Cleaning,,Bath,,,,Kandel and Son ,Ecosphere  RTU Organic Acid Restroom Cleaner 1 Quart,kandelandson.com/,No,RTU,Toilet Bowl Cleaner,,ECOLOGO®,
1534,Cleaning,,,Glass,,,Kandel and Son ,Ecosphere Concentrated Glass Cleaner 1 Gal,kandelandson.com/,No,1:40,,,ECOLOGO®,
1535,Cleaning,General,,,,,Kandel and Son ,Ecosphere Neutral All Surface Cleaner 1 Gal,kandelandson.com/,No,1/2-8 oz per gallon,,,ECOLOGO®,
1536,Cleaning,,Bath,,,,Kandel and Son ,Ecosphere Organic Acid Restroom Cleaner 1 Gal,kandelandson.com/,No,8-16 oz per gallon,Toilet Bowl Cleaner,,,
1537,Cleaning,,,Glass,,,Kandel and Son ,Ecosphere RTU Glass Cleaner 1 Quart,kandelandson.com/,No,RTU,,,ECOLOGO®,
1538,Cleaning,General,,,,,Kandel and Son ,Ecosphere RTU Natural All Surface Cleaner 1 Quart,kandelandson.com/,No,RTU,,,ECOLOGO®,
1539,Cleaning,General,Bath,,,,Kandel and Son ,Ecosphere RTU Peroxide Powered Cleaner Degreaser 1 Quart,kandelandson.com/,Yes,RTU,Toilet Bowl Cleaner,,ECOLOGO®,
1540,Cleaning,General,,,,,Kandel and Son ,Ecosphere Super Duty Cleaner/Degreaser RTU 1 quart,kandelandson.com/,Yes,RTU,,,ECOLOGO®,
1541,Cleaning,General,,,,,Kandel and Son ,Ecosphere Super Duty Cleaner/Degreaser1  Gal,kandelandson.com/,Yes,4-16 oz per gal,,,ECOLOGO®,
1542,Cleaning,General,Bath,,,,New Dawn Manufacturing Company,EcoSupreme Professional Series Neutral Cleaner,newdawnmanufacturing.com,Yes,"1:64,",,Green Seal®,,
1543,Cleaning,,,,Carpet,,Intex Solutions,EcoTex E,www.intexsolutions.com/,No,"1:32,",,Green Seal®,,
1544,Cleaning,,,,,,Intex Solutions,EcoTex G,www.intexsolutions.com/,No,,Carpet Spot Remover,Green Seal®,,
1545,Cleaning,General,,,,,Lalema,"Eko-Inox 260 ml, 1 L (stainless steel cleaner)",www.lalema.com/,Yes,RTU,,,ECOLOGO®,
1546,Cleaning,General,,,,,Lalema,"Eko-Kwik 4,20 L (Ink remover)",www.lalema.com/,No,1:8 - 1:12 ,,,ECOLOGO®,
1547,Cleaning,General,,,,,Misco Products Corporation,elements All Surface Cleaner ,www.miscoprod.com/,No,,,Green Seal®,,Gold Level
1548,Cleaning,,,,Carpet,,Misco Products Corporation,Elements E05 Prespray Carpet Cleaner,www.miscoprod.com/,Yes,"1:16,",,Green Seal®,,
1549,Cleaning,,,Glass,,,Misco Products Corporation,elements Non-Ammoniated Glass Cleaner,www.miscoprod.com/,No,,,Green Seal®,,
1550,Cleaning,,Bath,,,,Misco Products Corporation,elements Organic Acid Restroom Cleaner,www.miscoprod.com/,No,,,Green Seal®,,
1551,Cleaning,General,,,,,Misco Products Corporation,elements Peroxide Powered Cleaner/Degreaser,www.miscoprod.com/,No,,,Green Seal®,,Gold Level
1552,Cleaning,General,,,,,Misco Products Corporation,elements Super Duty Degreaser,www.miscoprod.com/,Yes,,,Green Seal®,,
1553,Hand Soaps,,,,,,Triple S,Elevate Foam Skin Care Floral Delight ,www.Triple-S.com,Yes,,RTU,,ECOLOGO®,
1554,Hand Soaps,,,,,,Triple S,Elevate Foam Skin Care Fragrance Free,www.Triple-S.com,No,,RTU,,ECOLOGO®,
1555,Hand Soaps,,,,,,Triple S,Elevate Foam Skin Care Pomegranate,www.Triple-S.com,Yes,,RTU,,ECOLOGO®,
1556,Hand Soaps,,,,,,Triple S,Elevate Foam Skin Care Tangy Citrus,www.Triple-S.com,Yes,,RTU,,ECOLOGO®,
1557,Cleaning,General,Bath,Glass,,,Zep Inc.,Emerald Earth Bathroom & Bowl Cleaner,www.zep.com,Yes,"1:25,",,Green Seal®,,
1558,Cleaning,,,,Carpet,,State Industrial Products,"Emerald Earth Carpet Cleaner 15 G, 5 G, 1 G, 3 L",www.stateindustrial.com/,No,,,,ECOLOGO®,
1559,Cleaning,,,,,,State Industrial Products,Emerald Earth Neutral Floor Cleaner ,www.stateindustrial.com/,No,,,,ECOLOGO®,
1560,Hand Soaps,,,,,,Innu-Science Canada,Emollient Nu-BioDerm Hand Soap (Foam) ,www.innu-science.com,Yes,,,,ECOLOGO®,
1561,Hand Soaps,,,,,,Innu-Science Canada,Emollient Nu-BioDerm Hand Soap (Gel),www.innu-science.com,Yes,,,,ECOLOGO®,
1562,Cleaning,,,,Carpet,,Lifetime Solutions Inc,Encap-Tech,www.lifetimesolutions.ca/index.php?option=content&task=view&id=12&Itemid=35,No,4oz per gallon,Carpet Spot Remover ,,ECOLOGO®,
1563,Vacuum Cleaners,,,,,Commercial Upright,Koblenz Electrica S.A. de C. V.,Endurance U-610ZA  Zipper Bag  ,www.koblenz-electric.com,No,,,,,Gold Level
1564,Vacuum Cleaners,,,,,Commercial Upright,Koblenz Electrica S.A. de C. V.,Endurance U-75Z  Zipper Bag  ,www.koblenz-electric.com,No,,,,,Gold Level
1565,Vacuum Cleaners,,,,,Commercial Upright,Koblenz Electrica S.A. de C. V.,Endurance U-75Za  Zipper Bag  ,www.koblenz-electric.com,No,,,,,Gold Level
1566,Hand Soaps,,,,,,Ecolab,Endure Gentle Clean Hand Soap,www.ecolab.com/,Yes,,,Green Seal®,,
1567,Cleaning,,,,Carpet,,Wildwood Industries Inc.,Endust Pure Solutions Carpet & Upholstry Cleaner,www.wildwoodind.com/,No,4 oz/1 gal,,,ECOLOGO®,
